選手名,チーム,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,完投,完封,year,沢村賞
渡邉　雄大,ソフトバンク,0,3,0,0,0,0,0,6,1.2,0,0,1,0,1,0,0,0.6,3.72,0,0,2020,0
鈴木　翔天,楽天,13.5,2,0,0,0,0,0,8,1.1,2,1,1,2,1,2,2,2.25,18.12,0,0,2020,0
左澤　優,オリックス,20.25,2,0,0,0,0,0,8,1.1,3,0,1,0,1,3,3,3,3.87,0,0,2020,0
野田　昇吾,西武,0,3,0,0,0,0,0,6,1,2,0,1,0,1,0,0,3,4.12,0,0,2020,0
浜地　真澄,阪神,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,3.12,0,0,2020,0
尾形　崇斗,ソフトバンク,27,1,0,0,0,0,0,8,1,2,0,3,0,2,3,3,5,8.12,0,0,2020,0
福永　春吾,阪神,18,1,0,0,0,0,0,6,1,3,0,0,0,1,2,2,3,1.12,0,0,2020,0
横山　雄哉,阪神,18,1,0,0,0,0,0,6,1,2,1,1,0,0,2,2,3,19.12,0,0,2020,0
石井　将希,阪神,9,1,0,0,0,0,0,7,1,2,0,2,0,0,1,1,4,9.12,0,0,2020,0
笠井　崇正,DeNA,18,1,0,0,0,0,0,7,1,2,0,2,0,1,2,2,4,4.12,0,0,2020,0
モンティージャ,広島,18,1,0,0,0,0,0,6,1,3,0,0,0,0,2,2,3,3.12,0,0,2020,0
増田　大輝,巨人,0,1,0,0,0,0,0,3,0.2,0,0,1,0,0,0,0,1.5,7.62,0,0,2020,0
浦野　博司,日本ハム,0,1,0,0,0,0,0,1,0.1,0,0,0,0,1,0,0,0,-2.88,0,0,2020,0
五十嵐　亮太,ヤクルト,0,1,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,3.12,0,0,2020,0
藤平　尚真,楽天,-,1,0,0,0,0,0,2,0,1,0,0,1,0,2,2,-,-,0,0,2020,0
山本　由伸,オリックス,1.39,26,18,5,0,0,0.783,736,193.2,124,7,40,2,206,37,30,0.85,2.1,6,4,2021,1
髙橋　光成,西武,3.78,27,11,9,0,0,0.55,728,173.2,157,23,62,6,127,81,73,1.26,4.55,0,0,2021,0
柳　裕也,中日,2.2,26,11,6,0,0,0.647,676,172,133,11,41,3,168,47,42,1.01,2.75,2,2,2021,0
森下　暢仁,広島,2.98,24,8,7,0,0,0.533,672,163.1,144,16,52,3,132,55,54,1.2,3.73,1,1,2021,0
上沢　直之,日本ハム,2.81,24,12,6,0,0,0.667,643,160.1,119,8,48,4,135,53,50,1.04,3.04,1,0,2021,0
今井　達也,西武,3.3,25,8,8,0,0,0.5,682,158.1,123,15,99,11,137,66,58,1.4,4.69,3,1,2021,0
石川　柊太,ソフトバンク,3.4,28,6,9,0,0,0.4,653,156.1,135,22,51,17,134,70,59,1.19,4.54,1,0,2021,0
青柳　晃洋,阪神,2.48,25,13,6,0,0,0.684,651,156.1,143,11,48,3,104,48,43,1.22,3.53,0,0,2021,0
田中　将大,楽天,3.01,23,4,9,0,0,0.308,624,155.2,131,17,29,5,126,54,52,1.03,3.58,1,0,2021,0
戸郷　翔征,巨人,4.27,26,9,8,0,0,0.529,639,151.2,130,19,58,6,138,75,72,1.24,4.16,1,0,2021,0
加藤　貴之,日本ハム,3.42,25,6,7,0,0,0.462,595,150,136,13,21,3,102,61,57,1.05,3.35,1,1,2021,0
松本　航,西武,3.79,28,10,8,0,0,0.556,638,149.2,137,15,64,4,130,63,63,1.34,4.05,1,1,2021,0
九里　亜蓮,広島,3.81,25,13,9,0,0,0.591,647,149,150,18,51,8,102,73,63,1.35,4.49,2,0,2021,0
岸　孝之,楽天,3.44,25,9,10,0,0,0.474,620,149,149,17,34,1,131,62,57,1.23,3.55,1,1,2021,0
宮城　大弥,オリックス,2.51,23,13,4,0,0,0.765,594,147,118,9,39,9,131,44,41,1.07,3.09,0,0,2021,0
大瀬良　大地,広島,3.07,23,10,5,0,0,0.667,600,146.2,136,12,31,5,102,57,50,1.14,3.49,1,1,2021,0
小島　和哉,ロッテ,3.76,24,10,4,0,0,0.714,606,146,123,16,51,6,92,65,61,1.19,4.44,3,2,2021,0
伊藤　大海,日本ハム,2.9,23,10,9,0,0,0.526,610,146,125,8,53,6,141,51,47,1.22,3.09,1,1,2021,0
則本　昂大,楽天,3.17,23,11,5,0,0,0.688,584,144.2,123,18,35,3,152,56,51,1.09,3.42,2,1,2021,0
西　勇輝,阪神,3.76,24,6,9,0,0,0.4,610,143.2,143,12,40,4,95,68,60,1.27,3.68,2,0,2021,0
小笠原　慎之介,中日,3.64,25,8,10,0,0,0.444,615,143.1,141,16,51,4,115,60,58,1.34,4.1,0,0,2021,0
田嶋　大樹,オリックス,3.58,24,8,8,0,0,0.5,608,143.1,137,10,48,5,135,62,57,1.29,3.23,0,0,2021,0
大野　雄大,中日,2.95,22,7,11,0,0,0.389,566,143.1,121,12,26,2,118,48,47,1.03,3.13,1,0,2021,0
髙橋　優貴,巨人,3.39,27,11,9,0,0,0.55,598,140.2,125,18,61,2,76,57,53,1.32,5,0,0,2021,0
マルティネス,ソフトバンク,1.6,21,9,4,0,0,0.692,553,140.2,108,6,38,5,138,25,25,1.04,2.63,0,0,2021,0
伊藤　将司,阪神,2.44,23,10,7,0,1,0.588,557,140.1,119,15,34,3,79,42,38,1.09,4.11,1,0,2021,0
早川　隆久,楽天,3.86,24,9,7,0,0,0.563,565,137.2,132,11,30,2,127,59,59,1.18,2.99,1,1,2021,0
秋山　拓巳,阪神,2.71,24,10,7,0,0,0.588,539,132.2,121,18,25,3,107,43,40,1.1,3.84,1,0,2021,0
小川　泰弘,ヤクルト,4.14,23,9,6,0,0,0.6,529,128.1,132,15,30,1,97,64,59,1.26,3.78,2,1,2021,0
岩下　大輝,ロッテ,4.43,23,8,8,0,1,0.5,514,120,110,14,46,2,87,59,59,1.3,4.36,0,0,2021,0
今永　昇太,DeNA,3.08,19,5,5,0,0,0.5,476,120,97,16,26,4,110,43,41,1.03,3.7,1,0,2021,0
二木　康太,ロッテ,4.38,22,5,7,0,0,0.417,494,117,119,24,28,4,77,61,57,1.26,5.27,0,0,2021,0
山﨑　福也,オリックス,3.56,22,8,10,0,0,0.444,473,116.1,111,13,24,6,75,47,46,1.16,4.06,0,0,2021,0
菅野　智之,巨人,3.19,19,6,7,0,0,0.462,465,115.2,90,15,25,7,102,41,41,0.99,3.85,2,1,2021,0
美馬　学,ロッテ,4.92,21,6,7,0,0,0.462,506,115.1,139,15,32,4,92,72,63,1.48,4.13,0,0,2021,0
ガンケル,阪神,2.95,20,9,3,0,0,0.75,465,113,99,10,24,3,87,39,37,1.09,3.42,0,0,2021,0
大貫　晋一,DeNA,4.34,22,6,7,0,0,0.462,499,112,137,9,30,3,106,57,54,1.49,3.1,0,0,2021,0
奥川　恭伸,ヤクルト,3.26,18,9,4,0,0,0.692,413,105,99,11,10,2,91,38,38,1.04,3.09,0,0,2021,0
瀧中　瞭太,楽天,3.21,20,10,5,0,0,0.667,427,103.2,97,10,27,4,75,40,37,1.2,3.82,0,0,2021,0
福谷　浩司,中日,4.53,18,5,10,0,0,0.333,432,103.1,112,10,17,1,73,55,52,1.25,3.46,1,0,2021,0
玉村　昇悟,広島,3.83,17,4,7,0,0,0.364,432,101,95,13,40,1,67,47,43,1.34,4.62,0,0,2021,0
田口　麗斗,ヤクルト,4.02,33,5,9,0,4,0.357,449,100.2,126,10,28,2,81,59,45,1.53,3.61,0,0,2021,0
畠　世周,巨人,3.07,52,4,3,1,11,0.571,390,96.2,83,13,25,4,97,37,33,1.12,3.73,0,0,2021,0
涌井　秀章,楽天,5.04,21,6,8,0,0,0.429,420,96.1,110,7,26,2,76,57,54,1.41,3.36,0,0,2021,0
バーヘイゲン,日本ハム,3.84,20,5,8,0,0,0.385,407,96,90,7,33,6,100,45,41,1.28,3.17,0,0,2021,0
和田　毅,ソフトバンク,4.48,18,5,6,0,0,0.455,396,94.1,95,14,27,3,83,49,47,1.29,4.21,0,0,2021,0
濵口　遥大,DeNA,3.94,17,5,7,0,0,0.417,387,91.1,73,8,52,3,84,42,40,1.37,4.19,1,1,2021,0
勝野　昌慶,中日,3.74,17,3,6,0,0,0.333,391,91.1,92,9,31,2,67,38,38,1.35,3.92,0,0,2021,0
河野　竜生,日本ハム,2.99,40,3,6,0,9,0.333,376,90.1,74,7,31,4,68,35,30,1.16,3.72,0,0,2021,0
床田　寛樹,広島,3.19,16,5,4,0,1,0.556,374,87.1,91,5,24,2,80,32,31,1.32,2.93,1,1,2021,0
メルセデス,巨人,3.77,17,7,5,0,0,0.583,369,86,96,5,22,5,74,36,36,1.37,3.06,0,0,2021,0
千賀　滉大,ソフトバンク,2.66,13,10,3,0,0,0.769,340,84.2,60,2,27,2,90,25,25,1.03,2.33,0,0,2021,0
池田　隆英,日本ハム,3.94,18,3,10,0,1,0.231,364,82.1,88,11,35,5,52,42,36,1.49,5.05,0,0,2021,0
石川　雅規,ヤクルト,3.07,17,4,5,0,0,0.444,335,82,81,10,16,3,54,31,28,1.18,4.05,0,0,2021,0
ロメロ,DeNA,3.01,14,5,3,0,0,0.625,349,80.2,89,4,30,5,44,38,27,1.48,3.98,1,1,2021,0
石川　歩,ロッテ,3.38,12,6,3,0,0,0.667,310,80,73,10,9,0,42,30,30,1.03,4.03,2,0,2021,0
鈴木　昭汰,ロッテ,4.08,23,1,4,0,1,0.2,341,79.1,78,10,28,2,76,38,36,1.34,3.98,0,0,2021,0
山口　俊,巨人,3.56,15,2,8,0,0,0.2,337,78.1,66,6,37,3,83,34,31,1.31,3.49,0,0,2021,0
高橋　奎二,ヤクルト,2.87,14,4,1,0,0,0.8,320,78.1,59,9,25,6,80,25,25,1.07,3.64,0,0,2021,0
武田　翔太,ソフトバンク,2.68,12,4,5,0,0,0.444,314,77.1,66,7,24,2,73,23,23,1.16,3.42,1,0,2021,0
スアレス,ヤクルト,3.62,24,5,3,1,3,0.625,339,77,82,9,32,5,70,32,31,1.48,4.26,0,0,2021,0
京山　将弥,DeNA,4.97,16,2,7,0,0,0.222,353,76,91,9,41,2,67,47,42,1.74,4.51,0,0,2021,0
松葉　貴大,中日,3.2,14,6,5,0,0,0.545,309,76,74,7,15,2,41,30,27,1.17,3.91,0,0,2021,0
東浜　巨,ソフトバンク,3.7,14,4,4,0,0,0.5,326,75.1,85,7,22,3,61,36,31,1.42,3.7,0,0,2021,0
平井　克典,西武,4.22,25,4,4,0,2,0.5,327,74.2,85,7,19,6,55,40,35,1.39,3.87,0,0,2021,0
松本　裕樹,ソフトバンク,3.79,33,3,3,0,4,0.5,306,73.2,64,9,28,2,59,33,31,1.25,4.29,0,0,2021,0
高橋　昂也,広島,5.28,15,5,7,0,0,0.417,326,73.1,85,9,24,2,54,44,43,1.49,4.31,0,0,2021,0
サンチェス,巨人,4.68,14,5,5,0,0,0.5,317,73,82,13,23,3,54,40,38,1.44,5.02,0,0,2021,0
増井　浩俊,オリックス,4.94,15,3,6,0,1,0.333,309,71,77,8,29,2,45,47,39,1.49,4.63,0,0,2021,0
坂本　裕哉,DeNA,5.25,16,4,6,0,0,0.4,310,70.1,89,9,22,3,46,43,41,1.58,4.54,0,0,2021,0
山岡　泰輔,オリックス,3.89,12,3,4,0,0,0.429,297,69.1,64,7,20,3,74,30,30,1.21,3.29,0,0,2021,0
サイスニード,ヤクルト,3.41,13,6,2,0,0,0.75,279,68.2,60,9,23,2,69,29,26,1.21,3.91,0,0,2021,0
清水　昇,ヤクルト,2.39,72,3,6,1,50,0.333,272,67.2,55,12,18,2,74,23,18,1.08,3.9,0,0,2021,0
益田　直也,ロッテ,2.24,67,3,6,38,0,0.333,248,64.1,43,5,15,0,68,17,16,0.9,2.67,0,0,2021,0
マクガフ,ヤクルト,2.52,66,3,2,31,14,0.6,259,64.1,43,7,23,3,76,19,18,1.03,3.29,0,0,2021,0
又吉　克樹,中日,1.28,66,3,2,8,33,0.6,245,63.1,47,2,22,1,41,11,9,1.09,3.23,0,0,2021,0
佐々木　朗希,ロッテ,2.27,11,3,2,0,0,0.6,258,63.1,51,5,16,0,68,24,16,1.06,2.71,0,0,2021,0
今村　信貴,巨人,2.71,17,3,4,0,0,0.429,274,63,66,5,22,3,59,21,19,1.4,3.47,1,1,2021,0
スアレス,阪神,1.16,62,1,1,42,0,0.5,229,62.1,40,0,8,0,58,9,8,0.77,1.55,0,0,2021,0
今野　龍太,ヤクルト,2.76,64,7,1,0,28,0.875,268,62,55,1,25,3,63,19,19,1.29,2.65,0,0,2021,0
高梨　裕稔,ヤクルト,3.63,12,4,1,0,0,0.8,264,62,62,11,15,3,56,28,25,1.24,4.44,0,0,2021,0
ロドリゲス,中日,3.65,12,1,4,0,0,0.2,275,61.2,56,8,38,5,61,29,25,1.52,4.82,0,0,2021,0
コルニエル,広島,3.82,50,1,2,0,10,0.333,269,61.1,56,8,28,3,79,31,26,1.37,3.76,0,0,2021,0
宋　家豪,楽天,2.23,63,3,3,7,24,0.5,246,60.2,46,2,23,2,49,18,15,1.14,3.07,0,0,2021,0
平良　海馬,西武,0.9,62,3,4,20,21,0.429,247,60,36,0,28,5,70,6,6,1.07,2.34,0,0,2021,0
ニール,西武,5.85,11,1,6,0,0,0.143,262,60,76,3,15,3,26,41,39,1.52,3.8,0,0,2021,0
アルカンタラ,阪神,3.49,24,3,3,0,6,0.5,243,59.1,55,6,14,0,48,25,23,1.16,3.47,0,0,2021,0
笠谷　俊介,ソフトバンク,4.27,16,3,4,0,0,0.429,262,59,52,12,35,2,64,30,28,1.47,5.48,0,0,2021,0
エスコバー,DeNA,3.38,61,4,4,1,32,0.5,229,58.2,39,7,11,4,50,23,22,0.85,3.73,0,0,2021,0
岩崎　優,阪神,2.65,62,3,4,1,41,0.429,230,57.2,47,6,15,0,51,21,17,1.08,3.38,0,0,2021,0
西口　直人,楽天,3.28,33,5,2,0,3,0.714,239,57.2,46,7,23,2,55,23,21,1.2,3.99,0,0,2021,0
ギャレット,西武,3.77,61,4,3,2,17,0.571,258,57.1,57,6,33,0,59,28,24,1.57,4.15,0,0,2021,0
三嶋　一輝,DeNA,4.08,59,3,5,23,1,0.375,246,57.1,66,8,12,0,57,31,26,1.36,3.52,0,0,2021,0
佐々木　千隼,ロッテ,1.26,54,8,1,1,26,0.889,222,57,36,4,14,2,28,13,8,0.88,3.84,0,0,2021,0
安樂　智大,楽天,2.08,58,3,3,2,22,0.5,240,56.1,45,4,33,2,50,13,13,1.38,4.13,0,0,2021,0
ビエイラ,巨人,2.93,56,0,3,19,1,0,228,55.1,38,3,26,1,64,18,18,1.16,2.98,0,0,2021,0
山﨑　康晃,DeNA,3.27,60,3,2,1,27,0.6,229,55,58,2,14,3,39,21,20,1.31,3.05,0,0,2021,0
石山　泰稚,ヤクルト,3.6,58,0,5,10,9,0,226,55,54,6,10,0,64,23,22,1.16,2.76,0,0,2021,0
渡邉　勇太朗,西武,3.44,17,4,4,0,2,0.5,232,55,43,3,30,3,33,24,21,1.33,4.43,0,0,2021,0
立野　和明,日本ハム,2.45,11,4,3,0,0,0.571,224,55,39,3,23,3,47,16,15,1.13,3.54,0,0,2021,0
中川　皓太,巨人,2.47,58,4,3,1,25,0.571,220,54.2,47,2,10,5,49,17,15,1.04,2.57,0,0,2021,0
杉浦　稔大,日本ハム,2.96,56,3,3,28,1,0.5,221,54.2,34,9,24,1,69,18,18,1.06,3.94,0,0,2021,0
堀　瑞輝,日本ハム,2.36,60,3,2,0,39,0.6,229,53.1,36,3,30,4,56,14,14,1.24,3.61,0,0,2021,0
大道　温貴,広島,4.75,24,4,4,0,3,0.5,230,53,50,4,25,2,35,30,28,1.42,4.31,0,0,2021,0
栗林　良吏,広島,0.86,53,0,1,37,0,0,201,52.1,23,1,28,1,81,5,5,0.97,1.82,0,0,2021,0
小野　郁,ロッテ,3.48,49,0,3,0,8,0,220,51.2,37,4,26,2,56,25,20,1.22,3.53,0,0,2021,0
酒居　知史,楽天,2.28,54,4,3,3,28,0.571,206,51.1,33,3,24,0,44,15,13,1.11,3.51,0,0,2021,0
藤嶋　健人,中日,1.59,48,1,0,0,5,1,200,51,35,3,13,0,38,9,9,0.94,3.16,0,0,2021,0
島内　颯太郎,広島,3.12,51,0,2,0,15,0,205,49,44,4,14,0,51,20,17,1.18,2.96,0,0,2021,0
髙橋　遥人,阪神,1.65,7,4,2,0,0,0.667,181,49,30,1,5,0,55,10,9,0.71,1.45,2,2,2021,0
祖父江　大輔,中日,2.59,55,1,2,5,19,0.333,208,48.2,59,1,9,1,30,18,14,1.4,2.77,0,0,2021,0
竹安　大知,オリックス,4.44,17,3,2,0,0,0.6,207,48.2,48,4,19,1,26,26,24,1.38,4.35,0,0,2021,0
森浦　大輔,広島,3.17,54,3,3,0,17,0.5,206,48.1,39,3,21,4,41,18,17,1.24,3.72,0,0,2021,0
藤浪　晋太郎,阪神,5.21,21,3,3,0,4,0.5,238,48.1,47,4,40,4,52,29,28,1.8,4.78,0,0,2021,0
Ｒ．マルティネス,中日,2.06,49,1,4,23,0,0.2,178,48,26,1,10,1,59,11,11,0.75,1.56,0,0,2021,0
馬場　皐輔,阪神,3.8,44,3,0,0,10,1,198,47.1,43,5,17,0,39,23,20,1.27,3.86,0,0,2021,0
ピープルズ,DeNA,4.21,18,3,4,0,0,0.429,191,47,41,5,14,2,41,23,22,1.17,3.78,0,0,2021,0
原　樹理,ヤクルト,2.3,9,3,1,0,0,0.75,198,47,45,0,12,4,25,14,12,1.21,2.95,0,0,2021,0
富山　凌雅,オリックス,2.72,51,2,1,0,20,0.667,189,46.1,37,2,17,0,34,16,14,1.17,3.31,0,0,2021,0
ヒギンス,オリックス,2.53,49,1,2,2,28,0.333,195,46.1,37,3,19,1,36,14,13,1.21,3.7,0,0,2021,0
Ｂ．ロドリゲス,日本ハム,2.74,47,0,2,3,24,0,194,46,40,4,20,3,34,17,14,1.3,4.14,0,0,2021,0
福　敬登,中日,3.18,57,2,2,0,20,0.5,185,45.1,37,4,15,3,38,16,16,1.15,3.65,0,0,2021,0
岩嵜　翔,ソフトバンク,4.17,48,2,5,6,14,0.286,179,45.1,37,7,11,0,56,21,21,1.06,3.25,0,0,2021,0
宮西　尚生,日本ハム,3.65,50,1,2,0,15,0.333,189,44.1,42,3,15,4,49,20,18,1.29,3.01,0,0,2021,0
山田　修義,オリックス,2.27,43,1,0,0,9,1,186,43.2,38,2,19,1,35,14,11,1.31,3.35,0,0,2021,0
ハーマン,ロッテ,5.19,45,1,1,0,24,0.5,189,43.1,47,7,13,1,38,26,25,1.38,4.37,0,0,2021,0
平野　佳寿,オリックス,2.3,46,1,3,29,3,0.25,163,43,30,4,9,0,37,11,11,0.91,3.24,0,0,2021,0
松井　裕樹,楽天,0.63,43,0,2,24,0,0,172,43,22,1,21,1,59,3,3,1,2.14,0,0,2021,0
玉井　大翔,日本ハム,3.16,50,0,0,0,8,0,185,42.2,41,2,19,4,23,18,15,1.41,4.13,0,0,2021,0
金久保　優斗,ヤクルト,2.74,10,4,1,0,0,0.8,180,42.2,39,3,16,2,34,14,13,1.29,3.71,0,0,2021,0
鍵谷　陽平,巨人,3.19,59,3,0,1,15,1,182,42.1,39,5,18,0,30,19,15,1.35,4.51,0,0,2021,0
塹江　敦哉,広島,4.25,51,5,4,0,17,0.556,202,42.1,48,4,25,1,29,25,20,1.72,4.68,0,0,2021,0
砂田　毅樹,DeNA,3.24,58,2,2,0,18,0.5,166,41.2,26,1,13,2,27,15,15,0.94,3.07,0,0,2021,0
平田　真吾,DeNA,4.1,38,2,0,1,3,1,185,41.2,41,6,21,2,34,21,19,1.49,4.94,0,0,2021,0
河村　説人,ロッテ,3.46,20,4,1,0,0,0.8,178,41.2,39,4,17,0,28,16,16,1.34,4.03,0,0,2021,0
デラロサ,巨人,2.83,46,1,0,7,13,1,175,41.1,38,3,12,2,34,15,13,1.21,3.43,0,0,2021,0
櫻井　周斗,DeNA,3.07,30,0,1,0,1,0,181,41,36,3,29,0,37,15,14,1.59,4.32,0,0,2021,0
森脇　亮介,西武,4.02,45,3,1,1,13,0.75,184,40.1,42,3,22,2,29,18,18,1.59,4.36,0,0,2021,0
十亀　剣,西武,3.38,40,1,1,0,8,0.5,176,40,41,1,19,2,26,18,15,1.5,3.72,0,0,2021,0
レイ,ソフトバンク,2.03,6,3,1,0,0,0.75,150,40,22,3,13,3,38,10,9,0.88,3.4,1,1,2021,0
板東　湧梧,ソフトバンク,2.52,44,0,2,1,16,0,165,39.1,28,4,17,2,41,13,11,1.14,3.73,0,0,2021,0
ケムナ　誠,広島,4.58,40,2,2,0,12,0.5,175,39.1,45,4,15,2,28,20,20,1.53,4.24,0,0,2021,0
高梨　雄平,巨人,3.69,55,2,2,1,20,0.5,171,39,34,2,21,5,47,17,16,1.41,3.07,0,0,2021,0
及川　雅貴,阪神,3.69,39,2,3,0,10,0.4,169,39,31,4,24,2,38,18,16,1.41,4.2,0,0,2021,0
山﨑　颯一郎,オリックス,3.69,9,2,2,0,0,0.5,169,39,32,1,20,5,29,16,16,1.33,3.89,0,0,2021,0
岩貞　祐太,阪神,4.66,46,4,0,0,12,1,174,38.2,42,4,14,3,33,21,20,1.45,3.92,0,0,2021,0
井口　和朋,日本ハム,1.86,43,1,2,0,11,0.333,151,38.2,24,4,10,2,33,11,8,0.88,3.69,0,0,2021,0
Ｋ－鈴木,オリックス,3.03,34,1,0,2,2,1,164,38.2,34,2,14,1,28,15,13,1.24,3.35,0,0,2021,0
大下　佑馬,ヤクルト,3.72,30,1,0,0,1,1,159,38.2,34,5,8,2,32,16,16,1.09,3.77,0,0,2021,0
與座　海人,西武,2.79,15,1,1,0,1,0.5,157,38.2,31,3,10,4,28,12,12,1.06,3.77,0,0,2021,0
大西　広樹,ヤクルト,2.82,33,3,0,0,7,1,159,38.1,36,4,12,2,24,12,12,1.25,4.24,0,0,2021,0
田中　豊樹,巨人,2.84,39,0,0,0,2,0,152,38,22,5,20,1,37,13,12,1.11,4.38,0,0,2021,0
中村　稔弥,ロッテ,3.08,14,0,2,0,0,0,172,38,40,3,18,1,27,19,13,1.53,4.15,0,0,2021,0
アーリン,日本ハム,3.32,11,2,3,0,0,0.4,161,38,40,3,11,2,33,15,14,1.34,3.44,0,0,2021,0
石田　健大,DeNA,5.73,33,1,2,0,2,0.333,168,37.2,44,4,18,2,39,24,24,1.65,3.94,0,0,2021,0
本前　郁也,ロッテ,4.78,8,1,2,0,0,0.333,164,37.2,41,7,15,2,17,20,20,1.49,5.99,0,0,2021,0
戸根　千明,巨人,4.82,29,2,0,1,0,1,161,37.1,25,4,24,3,36,20,20,1.31,4.75,0,0,2021,0
浜屋　将太,西武,6.63,8,1,6,0,0,0.143,174,36.2,39,8,26,4,26,27,27,1.77,6.99,0,0,2021,0
唐川　侑己,ロッテ,2.72,38,4,2,0,22,0.667,150,36.1,29,4,13,1,26,11,11,1.16,4.28,0,0,2021,0
漆原　大晟,オリックス,3.03,34,2,2,2,4,0.5,148,35.2,30,4,14,1,23,13,12,1.23,4.47,0,0,2021,0
野村　祐輔,広島,6.31,8,0,4,0,0,0,171,35.2,48,6,17,2,29,25,25,1.82,5.11,0,0,2021,0
伊勢　大夢,DeNA,2.8,39,0,1,0,6,0,144,35.1,30,0,15,1,38,11,11,1.27,2.16,0,0,2021,0
三上　朋也,DeNA,3.86,40,2,1,0,3,0.667,148,35,36,5,9,1,25,15,15,1.29,4.32,0,0,2021,0
阪口　皓亮,DeNA,4.11,8,2,3,0,0,0.4,160,35,37,4,19,1,18,20,16,1.6,5.29,0,0,2021,0
東妻　勇輔,ロッテ,2.88,37,1,0,0,4,1,149,34.1,38,4,9,2,29,16,11,1.37,3.91,0,0,2021,0
高橋　礼,ソフトバンク,5.82,11,1,1,0,0,0.5,168,34,31,3,32,6,14,25,22,1.85,6.8,0,0,2021,0
上茶谷　大河,DeNA,7.15,8,1,3,0,0,0.25,155,34,37,5,17,1,26,27,27,1.59,5,0,0,2021,0
田中　靖洋,ロッテ,4.54,38,1,2,0,10,0.333,156,33.2,42,3,13,2,20,18,17,1.63,3.98,0,0,2021,0
坂本　光士郎,ヤクルト,4.05,36,1,2,0,7,0.333,148,33.1,29,4,17,3,25,17,15,1.38,4.89,0,0,2021,0
桜井　俊貴,巨人,5.4,29,1,0,0,6,1,145,33.1,35,7,16,1,20,20,20,1.53,6.09,0,0,2021,0
ダーモディ,西武,5.13,11,0,2,0,0,0,151,33.1,46,2,13,0,22,22,19,1.77,3.75,0,0,2021,0
金子　弌大,日本ハム,6.21,8,0,4,0,0,0,149,33.1,42,4,13,3,22,23,23,1.65,4.71,0,0,2021,0
大江　竜聖,巨人,4.09,47,0,0,0,13,0,145,33,29,2,17,2,23,16,15,1.39,4.15,0,0,2021,0
津森　宥紀,ソフトバンク,2.18,45,1,0,0,11,1,132,33,24,2,8,2,43,8,8,0.97,2.12,0,0,2021,0
森原　康平,楽天,2.78,34,0,0,0,3,0,132,32.1,29,3,8,0,30,10,10,1.14,3.03,0,0,2021,0
菊池　保則,広島,1.71,33,2,1,0,3,0.667,140,31.2,31,3,13,3,25,7,6,1.39,4.1,0,0,2021,0
モイネロ,ソフトバンク,1.15,33,1,0,5,14,1,128,31.1,15,2,19,1,42,6,4,1.09,2.99,0,0,2021,0
シャッケルフォード,DeNA,5.17,32,1,0,1,4,1,141,31.1,28,3,16,5,34,19,18,1.4,4.21,0,0,2021,0
西村　天裕,日本ハム,3.48,27,0,0,0,1,0,139,31,33,2,12,3,32,16,12,1.45,3.15,0,0,2021,0
田村　伊知郎,西武,2.9,22,1,0,1,0,1,130,31,17,2,16,4,20,10,10,1.06,4.41,0,0,2021,0
武隈　祥太,西武,1.76,46,0,2,0,9,0,120,30.2,17,2,14,0,25,7,6,1.01,3.61,0,0,2021,0
増田　達至,西武,4.99,33,0,3,8,9,0,131,30.2,32,4,7,1,23,17,17,1.27,4,0,0,2021,0
国吉　佑樹,DeNA,5.16,18,1,1,0,0,0.5,125,29.2,24,1,13,1,37,18,17,1.25,2.38,0,0,2021,0
ブセニッツ,楽天,4.97,31,1,0,0,4,1,124,29,32,1,9,0,23,16,16,1.41,2.91,0,0,2021,0
森　唯斗,ソフトバンク,4.03,30,1,3,15,0,0.25,118,29,20,6,10,0,26,13,13,1.03,5.05,0,0,2021,0
嘉弥真　新也,ソフトバンク,4.71,58,1,0,0,19,1,121,28.2,22,2,13,1,27,16,15,1.22,3.5,0,0,2021,0
水上　由伸,西武,2.33,29,0,1,0,4,0,114,27,19,1,16,1,22,7,7,1.3,3.86,0,0,2021,0
橋本　侑樹,中日,3.71,28,0,0,0,1,0,112,26.2,26,0,8,1,28,11,11,1.28,1.92,0,0,2021,0
泉　圭輔,ソフトバンク,2.73,31,1,2,0,6,0.333,111,26.1,20,4,13,3,30,10,8,1.25,4.64,0,0,2021,0
高橋　樹也,広島,1.37,27,0,0,0,0,0,108,26.1,20,3,10,1,16,10,4,1.14,4.64,0,0,2021,0
中川　虎大,DeNA,6.49,7,0,1,0,0,0,122,26.1,32,3,15,0,24,22,19,1.78,4.49,0,0,2021,0
本田　圭佑,西武,4.21,6,0,3,0,0,0,111,25.2,23,3,14,0,9,14,12,1.44,5.57,0,0,2021,0
梅野　雄吾,ヤクルト,2.49,29,0,0,0,8,0,106,25.1,22,4,9,2,29,7,7,1.22,4.19,0,0,2021,0
杉山　一樹,ソフトバンク,3.2,15,2,2,0,1,0.5,117,25.1,13,1,31,2,29,9,9,1.74,5.25,0,0,2021,0
国吉　佑樹,ロッテ,1.44,25,2,0,2,17,1,106,25,18,0,17,0,19,4,4,1.4,3.4,0,0,2021,0
